at,elapsed_s,pswpin,pswpout,pswpin_d,pswpout_d,pgmajfault_d,pgscan_d,mem_available_kb,swap_free_kb,dirty_kb,cached_kb,psi_mem_some_avg10,psi_mem_full_avg10,target
2026-09-19T19:46:32-04:00,81,959762,1505419,120,874,2040,1077460,7984352,36791684,8,7575392,1.20,1.20,1
2026-09-19T19:46:32-04:00,81,959868,1508808,106,3389,1963,440988,7940408,36789304,16,7878392,1.20,1.20,1
2026-09-19T19:46:33-04:00,82,959956,1511910,88,3102,2642,555110,8000248,36779308,16,7922872,1.20,1.20,1
2026-09-19T19:46:33-04:00,82,959974,1511910,18,0,1882,486657,7927984,36779312,16,7874528,1.52,1.52,1
2026-09-19T19:46:34-04:00,83,960562,1523434,588,11524,1677,400029,8087244,36717464,16,7907568,1.52,1.52,1
2026-09-19T19:46:34-04:00,83,960674,1532612,112,9178,1930,504163,8163016,36713936,16,7906428,1.52,1.52,1
2026-09-19T19:46:35-04:00,84,960789,1532612,115,0,2204,447063,8122340,36713936,40,7931728,1.52,1.52,1
2026-09-19T19:46:35-04:00,84,960907,1540280,118,7668,3792,1233520,6088856,36712088,44,5884988,2.15,2.15,1
2026-09-19T19:46:36-04:00,85,960927,1540280,20,0,2931,345983,6670352,36712088,44,6420220,2.15,2.15,1
2026-09-19T19:46:36-04:00,85,960955,1540789,28,509,2066,753214,7990548,36705040,48,5454800,2.15,2.15,1
2026-09-19T19:46:37-04:00,86,961054,1540789,99,0,3831,89162,6169836,36705040,84,5954460,2.15,2.15,1
2026-09-19T19:46:37-04:00,86,961063,1540789,9,0,3364,602152,5906868,36705040,84,5776104,2.67,2.67,1
2026-09-19T19:46:38-04:00,87,961206,1540789,143,0,1495,619330,7458076,36705260,88,5100748,2.67,2.67,1
2026-09-19T19:46:38-04:00,87,961217,1540789,11,0,397,0,6622212,36705260,88,5142672,2.67,2.67,1
